phrase,region_id,region_name,count,types,seeds,analysis_status,query_type,query_confidence,query_source,next_action,intent_id,intent_title,intent_score,matched_keywords
"полусухая стяжка","11318","Омская область","1636","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"баня под ключ","11318","Омская область","1521","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"полусухая стяжка","66","Омск","1320","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"готовые бани","11318","Омская область","1124","top","готовая баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"полусухая стяжка пола","11318","Омская область","1005","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","8","полусух* стяжк*|стяжка пола"
"баня под ключ","66","Омск","948","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"каркасная баня","11318","Омская область","900","association|top","баня под ключ|каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"полусухая стяжка пола","66","Омск","802","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","8","полусух* стяжк*|стяжка пола"
"баня под ключ в омске","11318","Омская область","779","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"механизированная штукатурка","11318","Омская область","766","top","механизированная штукатурка","assigned","commercial","medium","commercial-head","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"механизированной штукатуркой механизируемая штукатурка","11318","Омская область","766","top","механизированная штукатурка","assigned","commercial","medium","commercial-head","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"механизировать штукатурка","11318","Омская область","766","top","механизированная штукатурка","unassigned","commercial","medium","commercial-head","landing","","","",""
"готовые бани","66","Омск","719","top","готовая баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"бурение скважин","11318","Омская область","690","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"каркасная баня","66","Омск","637","association|top","баня под ключ|каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"механизированная штукатурка","66","Омск","559","top","механизированная штукатурка","assigned","commercial","medium","commercial-head","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"механизированной штукатуркой механизируемая штукатурка","66","Омск","559","top","механизированная штукатурка","assigned","commercial","medium","commercial-head","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"механизировать штукатурка","66","Омск","559","top","механизированная штукатурка","unassigned","commercial","medium","commercial-head","landing","","","",""
"готовые бани в омске","11318","Омская область","546","top","готовая баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"купить готовую баню","11318","Омская область","502","top","готовая баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"бурение скважин","66","Омск","486","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"баня под ключ цена","11318","Омская область","474","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня под ключ в омске","66","Омск","469","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня под ключ омск цены","11318","Омская область","367","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"мобильная баня","11318","Омская область","364","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"купить баню под ключ","11318","Омская область","351","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"готовые бани в омске","66","Омск","348","top","готовая баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"купить готовую баню","66","Омск","344","top","готовая баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"бани в омске купить готовую","11318","Омская область","332","top","готовая баня","unassigned","commercial","medium","signals","landing","","","",""
"баня под ключ недорого","11318","Омская область","316","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"купить баню под ключ в омске","11318","Омская область","291","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня на участке","11318","Омская область","290","top","баня на участок","unassigned","commercial","medium","commercial-head","landing","","","",""
"баня под ключ в омске недорого","11318","Омская область","285","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"мобильная баня","66","Омск","260","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"баня под ключ цена","66","Омск","258","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"бани в омске купить готовую","66","Омск","241","top","готовая баня","unassigned","commercial","medium","signals","landing","","","",""
"купить баню под ключ","66","Омск","237","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня под ключ недорого","66","Омск","208","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня на участке","66","Омск","202","top","баня на участок","unassigned","commercial","medium","commercial-head","landing","","","",""
"готовая баня цена","11318","Омская область","202","top","готовая баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"баня под ключ омск цены","66","Омск","198","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня купить под ключ недорого","11318","Омская область","192","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"купить баню под ключ в омске","66","Омск","190","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"фундамент под баню","11318","Омская область","183","top","фундамент под баню","assigned","informational","low","intent-default","guide","B14","Фундамент для мобильной или готовой бани","6","фундамент под бан*"
"баня недорого под ключ цены","11318","Омская область","182","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"баня под ключ в омске недорого","66","Омск","178","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня с доставкой","11318","Омская область","178","top","доставка бани","assigned","commercial","medium","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"купить баню в омске под ключ недорого","11318","Омская область","176","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"каркасная баня своими руками","11318","Омская область","166","top","каркасная баня","assigned","informational","medium","signals","guide","B03","Квадро или каркасная баня","4","каркасн* бан*"
"бани под ключ фото","11318","Омская область","159","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"готовые бани под","11318","Омская область","152","top","готовая баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"баня под ключ фото цены","11318","Омская область","145","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"бурение скважин в омске","11318","Омская область","145","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"бани с доставкой омск","11318","Омская область","143","top","доставка бани","assigned","commercial","medium","signals","landing","B10","Стоимость доставки по Омску и области","10","бан* с доставк*|доставк* омск"
"баня готовый ключ","11318","Омская область","143","top","готовая баня","unassigned","unmapped","none","none","hold","","","",""
"готовая баня под ключ","11318","Омская область","143","top","баня под ключ|готовая баня","assigned","commercial","high","signals","landing","B08","Что входит в баню под ключ","12","бан* под ключ|готов* бан* под ключ"
"фото бани под ключ в омске","11318","Омская область","139","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня купить под ключ недорого","66","Омск","137","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"бани под ключ омск цена фото","11318","Омская область","134","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"купить баню под ключ цена","11318","Омская область","134","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня зимой","11318","Омская область","130","top","баня зимой","assigned","informational","low","intent-default","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"баня с доставкой","66","Омск","130","top","доставка бани","assigned","commercial","medium","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"кедровые бани","11318","Омская область","130","top","кедровая баня","assigned","commercial","medium","commercial-head","landing","B20","Кедр против сосны и ели","4","кедров* бан*"
"купить баню в омске под ключ цена","11318","Омская область","130","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"готовая баня цена","66","Омск","127","top","готовая баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"баня бочка под ключ","11318","Омская область","126","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"готовые бани в омске цены","11318","Омская область","122","top","готовая баня","assigned","commercial","medium","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"кедровые бани","66","Омск","121","top","кедровая баня","assigned","commercial","medium","commercial-head","landing","B20","Кедр против сосны и ели","4","кедров* бан*"
"мобильные бани в омске","11318","Омская область","121","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"купить баню в омске под ключ недорого","66","Омск","120","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"бурение скважин на воду","11318","Омская область","117","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"фундамент под баню","66","Омск","116","top","фундамент под баню","assigned","informational","low","intent-default","guide","B14","Фундамент для мобильной или готовой бани","6","фундамент под бан*"
"купить бани под ключ недорого цена","11318","Омская область","114","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"бурение скважин в омске","66","Омск","106","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"бани с доставкой омск","66","Омск","105","top","доставка бани","assigned","commercial","medium","signals","landing","B10","Стоимость доставки по Омску и области","10","бан* с доставк*|доставк* омск"
"баня недорого под ключ цены","66","Омск","105","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"баня под ключ с доставкой","11318","Омская область","103","top","баня под ключ|доставка бани","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня под с доставкой","11318","Омская область","103","top","доставка бани","unassigned","commercial","medium","signals","landing","","","",""
"баня бочка под ключ цена","11318","Омская область","100","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"каркасная баня своими руками","66","Омск","98","top","каркасная баня","assigned","informational","medium","signals","guide","B03","Квадро или каркасная баня","4","каркасн* бан*"
"полусухая стяжка пола омск","11318","Омская область","94","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","8","полусух* стяжк*|стяжка пола"
"готовые бани под ключ в омске","11318","Омская область","93","top","баня под ключ|готовая баня","assigned","commercial","high","signals","landing","B08","Что входит в баню под ключ","12","бан* под ключ|готов* бан* под ключ"
"бани под ключ недорого фото","11318","Омская область","92","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"бани под ключ цена и фото недорого","11318","Омская область","92","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"полусухая стяжка пола омск","66","Омск","91","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","8","полусух* стяжк*|стяжка пола"
"готовые бани с доставкой","11318","Омская область","88","top","готовая баня|доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"какая стяжка полусухая","11318","Омская область","88","top","полусухая стяжка","unassigned","informational","high","signals","guide","","","",""
"готовые бани под","66","Омск","86","top","готовая баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"бани под ключ фото","66","Омск","83","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня зимой","66","Омск","82","top","баня зимой","assigned","informational","low","intent-default","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"купить баню под ключ цена","66","Омск","81","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"готовая баня недорого","11318","Омская область","80","top","готовая баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"мобильная баня купить","11318","Омская область","80","top","мобильная баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"какая стяжка полусухая","66","Омск","78","top","полусухая стяжка","unassigned","informational","high","signals","guide","","","",""
"купить баню в омске под ключ цена","66","Омск","78","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"фото готовых бань","11318","Омская область","78","top","готовая баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"цена готовой бани под ключ","11318","Омская область","77","top","баня под ключ|готовая баня","assigned","commercial","high","signals","landing","B08","Что входит в баню под ключ","12","бан* под ключ|готов* бан* под ключ"
"баня готовый ключ","66","Омск","76","top","готовая баня","unassigned","unmapped","none","none","hold","","","",""
"баня с доставкой и установкой","11318","Омская область","76","top","доставка бани","assigned","commercial","medium","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"готовая баня под ключ","66","Омск","76","top","баня под ключ|готовая баня","assigned","commercial","high","signals","landing","B08","Что входит в баню под ключ","12","бан* под ключ|готов* бан* под ключ"
"готовые бани с доставкой","66","Омск","76","top","готовая баня|доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"кедровые бани омск","11318","Омская область","76","top","кедровая баня","assigned","commercial","medium","commercial-head","landing","B20","Кедр против сосны и ели","4","кедров* бан*"
"пол в каркасной бане","11318","Омская область","76","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"готовая баня цена фото","11318","Омская область","75","top","готовая баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"установка бани под ключ","11318","Омская область","75","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня под ключ фото цены","66","Омск","74","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня недорого доставка","11318","Омская область","73","top","доставка бани","unassigned","commercial","high","signals","landing","","","",""
"баня под ключ с доставкой недорого","11318","Омская область","73","top","баня под ключ|доставка бани","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"кедровые бани омск","66","Омск","73","top","кедровая баня","assigned","commercial","medium","commercial-head","landing","B20","Кедр против сосны и ели","4","кедров* бан*"
"мобильные бани в омске","66","Омск","72","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"баня с доставкой и установкой под ключ","11318","Омская область","71","top","баня под ключ|доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"купить бани под ключ недорого цена","66","Омск","71","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"бани бочки под ключ омск","11318","Омская область","70","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"баня на дачном участке","11318","Омская область","70","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"купить мобильную баню в омске","11318","Омская область","70","top","мобильная баня","assigned","commercial","medium","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"бурение скважин на воду","66","Омск","69","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"купить баню с доставкой","11318","Омская область","68","top","доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"готовые бани в омске цены","66","Омск","67","top","готовая баня","assigned","commercial","medium","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"баня под ключ с доставкой","66","Омск","65","top","баня под ключ|доставка бани","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня под с доставкой","66","Омск","65","top","доставка бани","unassigned","commercial","medium","signals","landing","","","",""
"готовые бани в омске цены и фото","11318","Омская область","65","top","готовая баня","assigned","commercial","medium","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"баня на дачном участке","66","Омск","63","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"готовые бани с доставкой омск","11318","Омская область","63","top","готовая баня|доставка бани","assigned","commercial","medium","signals","landing","B10","Стоимость доставки по Омску и области","10","бан* с доставк*|доставк* омск"
"фото бани под ключ в омске","66","Омск","63","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"бани под ключ омск цена фото","66","Омск","62","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня бочка под ключ цена в омске","11318","Омская область","62","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"бурение скважин под","11318","Омская область","62","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"купить баню с доставкой в омске","11318","Омская область","62","top","доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"баня бочка под ключ","66","Омск","60","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"купить баню с доставкой","66","Омск","59","top","доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"готовые бани с доставкой омск","66","Омск","57","top","готовая баня|доставка бани","assigned","commercial","medium","signals","landing","B10","Стоимость доставки по Омску и области","10","бан* с доставк*|доставк* омск"
"купить готовую баню с доставкой","11318","Омская область","57","top","готовая баня|доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"бурение скважин на воду в омске","11318","Омская область","55","top","бурение скважин","unassigned","unmapped","none","none","hold","","","",""
"бурение скважин цена","11318","Омская область","55","top","бурение скважин","assigned","commercial","high","signals","landing","D04","Глубина скважины и итоговая стоимость","6","бурен* скважин* цен*"
"каркасная баня в омске","11318","Омская область","55","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"купить баню с доставкой в омске","66","Омск","55","top","доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"баня купить готовую цена","11318","Омская область","54","top","готовая баня","unassigned","commercial","high","signals","landing","","","",""
"каркасная баня в омске","66","Омск","54","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"каркасная баня пошаговая","11318","Омская область","54","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"купить готовую баню в омске с доставкой","11318","Омская область","54","top","готовая баня|доставка бани","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"доставка бани цена","11318","Омская область","52","top","доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","4","доставк* бан*"
"каркасная баня своими руками пошаговая","11318","Омская область","52","top","каркасная баня","assigned","informational","high","signals","guide","B03","Квадро или каркасная баня","4","каркасн* бан*"
"бани в омске купить готовую цена омск","11318","Омская область","51","top","готовая баня","unassigned","commercial","high","signals","landing","","","",""
"купить готовую баню с доставкой","66","Омск","51","top","готовая баня|доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"баня с доставкой и установкой цена","11318","Омская область","50","top","доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"гараж баня на участке","11318","Омская область","50","top","баня на участок","unassigned","commercial","medium","commercial-head","landing","","","",""
"полусухая стяжка в квартире","11318","Омская область","50","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"купить готовую баню в омске с доставкой","66","Омск","49","top","готовая баня|доставка бани","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"полусухая стяжка в квартире","66","Омск","49","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"бани купить готовые недорогие","11318","Омская область","48","top","готовая баня","unassigned","commercial","high","signals","landing","","","",""
"баня с доставкой и установкой","66","Омск","48","top","доставка бани","assigned","commercial","medium","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"готовые бани под ключ недорого","11318","Омская область","48","top","баня под ключ|готовая баня","assigned","commercial","high","signals","landing","B08","Что входит в баню под ключ","12","бан* под ключ|готов* бан* под ключ"
"пол в каркасной бане","66","Омск","48","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"полусухая стяжка своими руками","11318","Омская область","47","top","полусухая стяжка","assigned","informational","medium","signals","guide","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"строительство бани под ключ","11318","Омская область","47","top","баня под ключ","assigned","commercial","high","signals","landing","B02","Готовая баня или строить на участке","14","строит* бан*|строительств* бан*|бан* под ключ"
"установка бани под ключ цена","11318","Омская область","47","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"бурение скважин под ключ","11318","Омская область","46","top","бурение скважин","unassigned","commercial","high","signals","landing","","","",""
"бурение скважин скважина ключ","11318","Омская область","46","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"готовая баня на дачу","66","Омск","46","top","готовая баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"готовая баня под ключ недорого цена","11318","Омская область","46","top","баня под ключ|готовая баня","assigned","commercial","high","signals","landing","B08","Что входит в баню под ключ","12","бан* под ключ|готов* бан* под ключ"
"готовые бани недорого цены","11318","Омская область","46","top","готовая баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"бани недорогие готовые под ключ омск","11318","Омская область","45","top","баня под ключ|готовая баня","unassigned","commercial","high","signals","landing","","","",""
"полусухая стяжка цена","11318","Омская область","45","top","полусухая стяжка","assigned","commercial","high","signals","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"скважина после бурения","11318","Омская область","45","top","бурение скважин","unassigned","unmapped","none","none","hold","","","",""
"строительство бани на участке","11318","Омская область","45","top","баня на участок","assigned","commercial","medium","commercial-head","landing","B02","Готовая баня или строить на участке","8","строит* бан*|строительств* бан*"
"строительство бани под ключ","66","Омск","45","top","баня под ключ","assigned","commercial","high","signals","landing","B02","Готовая баня или строить на участке","14","строит* бан*|строительств* бан*|бан* под ключ"
"баня с доставкой под ключ цена","11318","Омская область","44","top","баня под ключ|доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"доставка бани на дачу","66","Омск","44","top","доставка бани","assigned","commercial","medium","signals","landing","B10","Стоимость доставки по Омску и области","4","доставк* бан*"
"доставка бани на дачу","11318","Омская область","44","top","доставка бани","assigned","commercial","medium","signals","landing","B10","Стоимость доставки по Омску и области","4","доставк* бан*"
"инструкция каркасной бани","11318","Омская область","44","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
