phrase,region_id,region_name,count,types,seeds,analysis_status,query_type,query_confidence,query_source,next_action,intent_id,intent_title,intent_score,matched_keywords
"дом баня на участке 12 соток","66","Омск","1","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"дом баня на участке 6 соток","66","Омск","1","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"дома бани с доставкой","66","Омск","1","top","доставка бани","assigned","commercial","medium","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"дома бани с доставкой","11318","Омская область","1","top","доставка бани","assigned","commercial","medium","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"доставка бань по области","11318","Омская область","1","top","доставка бани","assigned","commercial","medium","signals","landing","B10","Стоимость доставки по Омску и области","4","доставк* бан*"
"заказать доставку бани","66","Омск","1","top","доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","4","доставк* бан*"
"заказать доставку бани","11318","Омская область","1","top","доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","4","доставк* бан*"
"залить фундамент под печку в бане","66","Омск","1","top","фундамент под баню","unassigned","unmapped","none","none","hold","","","",""
"залить фундамент под печку в бане","11318","Омская область","1","top","фундамент под баню","unassigned","unmapped","none","none","hold","","","",""
"застраховать баню на участке","66","Омск","1","top","баня на участок","unassigned","commercial","medium","commercial-head","landing","","","",""
"застраховать баню на участке","11318","Омская область","1","top","баня на участок","unassigned","commercial","medium","commercial-head","landing","","","",""
"использование бани зимой","66","Омск","1","top","баня зимой","assigned","informational","low","intent-default","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"использование бани зимой","11318","Омская область","1","top","баня зимой","assigned","informational","low","intent-default","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"как делать фундамент под баню","66","Омск","1","top","фундамент под баню","assigned","informational","high","signals","guide","B14","Фундамент для мобильной или готовой бани","6","фундамент под бан*"
"как делать фундамент под баню","11318","Омская область","1","top","фундамент под баню","assigned","informational","high","signals","guide","B14","Фундамент для мобильной или готовой бани","6","фундамент под бан*"
"как завести воду в баню зимой","66","Омск","1","top","баня зимой","assigned","informational","high","signals","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"как завести воду в баню зимой","11318","Омская область","1","top","баня зимой","assigned","informational","high","signals","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"как залить фундамент под баню 3 3","66","Омск","1","top","фундамент под баню","assigned","informational","high","signals","guide","B14","Фундамент для мобильной или готовой бани","6","фундамент под бан*"
"как залить фундамент под баню 3 3","11318","Омская область","1","top","фундамент под баню","assigned","informational","high","signals","guide","B14","Фундамент для мобильной или готовой бани","6","фундамент под бан*"
"как залить фундамент под баню 3х4 своими","66","Омск","1","top","фундамент под баню","assigned","informational","high","signals","guide","B14","Фундамент для мобильной или готовой бани","6","фундамент под бан*"
"как залить фундамент под баню 3х4 своими","11318","Омская область","1","top","фундамент под баню","assigned","informational","high","signals","guide","B14","Фундамент для мобильной или готовой бани","6","фундамент под бан*"
"как залить фундамент под печь в бане","66","Омск","1","top","фундамент под баню","unassigned","informational","high","signals","guide","","","",""
"как залить фундамент под печь в бане","11318","Омская область","1","top","фундамент под баню","unassigned","informational","high","signals","guide","","","",""
"как зарегистрировать баню на дачном участке","66","Омск","1","top","баня на участок","unassigned","informational","high","signals","guide","","","",""
"как зарегистрировать баню на дачном участке","11318","Омская область","1","top","баня на участок","unassigned","informational","high","signals","guide","","","",""
"как зарегистрировать баню на участке","66","Омск","1","top","баня на участок","unassigned","informational","high","signals","guide","","","",""
"как зарегистрировать баню на участке","11318","Омская область","1","top","баня на участок","unassigned","informational","high","signals","guide","","","",""
"как зарегистрировать построенную баню на участке","66","Омск","1","top","баня на участок","unassigned","informational","high","signals","guide","","","",""
"как зимой просушивать баню","66","Омск","1","top","баня зимой","unassigned","informational","high","signals","guide","","","",""
"как зимой просушивать баню","11318","Омская область","1","top","баня зимой","unassigned","informational","high","signals","guide","","","",""
"как переместить баню на участке","11318","Омская область","1","top","баня на участок","unassigned","informational","high","signals","guide","","","",""
"как переместить баню на участке своими руками","11318","Омская область","1","top","баня на участок","unassigned","informational","high","signals","guide","","","",""
"как правильно залить фундамент под баню","66","Омск","1","top","фундамент под баню","assigned","informational","high","signals","guide","B14","Фундамент для мобильной или готовой бани","6","фундамент под бан*"
"как правильно залить фундамент под баню","11318","Омская область","1","top","фундамент под баню","assigned","informational","high","signals","guide","B14","Фундамент для мобильной или готовой бани","6","фундамент под бан*"
"как правильно расположить баню на участке","66","Омск","1","top","баня на участок","unassigned","informational","high","signals","guide","","","",""
"как правильно сушить баню зимой","66","Омск","1","top","баня зимой","assigned","informational","high","signals","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"как правильно сушить баню зимой","11318","Омская область","1","top","баня зимой","assigned","informational","high","signals","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"как провести водопровод в баню неотапливаемую зимой","11318","Омская область","1","top","баня зимой","unassigned","informational","high","signals","guide","","","",""
"как расположить дом и баню на участке","11318","Омская область","1","top","баня на участок","unassigned","informational","high","signals","guide","","","",""
"как собрать мобильную баню","11318","Омская область","1","top","мобильная баня","assigned","commercial","medium","intent-tiebreak","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"как сушить бани зимой","66","Омск","1","top","баня зимой","assigned","informational","high","signals","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"как сушить бани зимой","11318","Омская область","1","top","баня зимой","assigned","informational","high","signals","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"как топить баню зимой","66","Омск","1","top","баня зимой","assigned","informational","high","signals","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"как топить баню зимой","11318","Омская область","1","top","баня зимой","assigned","informational","high","signals","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"как хранить веники для бани зимой","66","Омск","1","top","баня зимой","assigned","informational","high","signals","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"как хранить веники для бани зимой","11318","Омская область","1","top","баня зимой","assigned","informational","high","signals","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"какая штукатурка для механизированной штукатурки","66","Омск","1","top","механизированная штукатурка","assigned","informational","high","signals","guide","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"какая штукатурка для механизированной штукатурки","11318","Омская область","1","top","механизированная штукатурка","assigned","informational","high","signals","guide","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"какой размер фундамента под баню","66","Омск","1","top","фундамент под баню","unassigned","informational","high","signals","guide","","","",""
"какой размер фундамента под баню","11318","Омская область","1","top","фундамент под баню","unassigned","informational","high","signals","guide","","","",""
"какой фундамент выбрать под баню","66","Омск","1","top","фундамент под баню","unassigned","informational","high","signals","guide","","","",""
"какой фундамент выбрать под баню","11318","Омская область","1","top","фундамент под баню","unassigned","informational","high","signals","guide","","","",""
"какую баню поставить на участке","66","Омск","1","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"калькулятор механизированной штукатурки","66","Омск","1","top","механизированная штукатурка","assigned","commercial","medium","commercial-head","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"калькулятор механизированной штукатурки","11318","Омская область","1","top","механизированная штукатурка","assigned","commercial","medium","commercial-head","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"каркасная баня 2х2","66","Омск","1","top","баня 2х2","assigned","commercial","medium","commercial-head","landing","B04","Как выбрать размер 2×2, 3×2 или 4×2","8","бан* 2х2|бан* 2×2"
"каркасная баня 2х2","11318","Омская область","1","top","баня 2х2","assigned","commercial","medium","commercial-head","landing","B04","Как выбрать размер 2×2, 3×2 или 4×2","8","бан* 2х2|бан* 2×2"
"каркасная баня 2х2 своими руками","66","Омск","1","top","баня 2х2","assigned","informational","high","signals","guide","B04","Как выбрать размер 2×2, 3×2 или 4×2","8","бан* 2х2|бан* 2×2"
"каркасная баня 2х2 своими руками","11318","Омская область","1","top","баня 2х2","assigned","informational","high","signals","guide","B04","Как выбрать размер 2×2, 3×2 или 4×2","8","бан* 2х2|бан* 2×2"
"кедровая баня на дровах","66","Омск","1","top","кедровая баня","assigned","commercial","medium","commercial-head","landing","B20","Кедр против сосны и ели","4","кедров* бан*"
"кедровая баня на дровах","11318","Омская область","1","top","кедровая баня","assigned","commercial","medium","commercial-head","landing","B20","Кедр против сосны и ели","4","кедров* бан*"
"кедровая баня польза","66","Омск","1","top","кедровая баня","assigned","commercial","medium","commercial-head","landing","B20","Кедр против сосны и ели","4","кедров* бан*"
"кедровая баня польза","11318","Омская область","1","top","кедровая баня","assigned","commercial","medium","commercial-head","landing","B20","Кедр против сосны и ели","4","кедров* бан*"
"кедровая вагонка для бани","66","Омск","1","top","кедровая баня","unassigned","unmapped","none","none","hold","","","",""
"кедровая вагонка для бани","11318","Омская область","1","top","кедровая баня","unassigned","unmapped","none","none","hold","","","",""
"кедровая вагонка для бани плюсы и минусы","66","Омск","1","top","кедровая баня","unassigned","unmapped","none","none","hold","","","",""
"кедровая вагонка для бани плюсы и минусы","11318","Омская область","1","top","кедровая баня","unassigned","unmapped","none","none","hold","","","",""
"кедровое масло бани","66","Омск","1","top","кедровая баня","unassigned","unmapped","none","none","hold","","","",""
"кедровое масло бани","11318","Омская область","1","top","кедровая баня","unassigned","unmapped","none","none","hold","","","",""
"компания мобильные бани","11318","Омская область","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"купить баню в беларуси готовую под ключ","66","Омск","1","top","готовая баня","unassigned","commercial","high","signals","landing","","","",""
"купить баню в беларуси готовую под ключ","11318","Омская область","1","top","готовая баня","unassigned","commercial","high","signals","landing","","","",""
"купить баню из бруса с доставкой","66","Омск","1","top","доставка бани","unassigned","commercial","high","signals","landing","","","",""
"купить баню из бруса с доставкой","11318","Омская область","1","top","доставка бани","unassigned","commercial","high","signals","landing","","","",""
"купить баню на дачный участок","66","Омск","1","top","баня на участок","unassigned","commercial","medium","signals","landing","","","",""
"купить баню с доставкой беларусь","66","Омск","1","top","доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"купить баню с доставкой беларусь","11318","Омская область","1","top","доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"купить баню с доставкой дешево","66","Омск","1","top","доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"купить баню с доставкой дешево","11318","Омская область","1","top","доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"купить готовую баню в беларуси","66","Омск","1","top","готовая баня","assigned","commercial","medium","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"купить готовую баню в беларуси","11318","Омская область","1","top","готовая баня","assigned","commercial","medium","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"купить готовую баню из бруса","66","Омск","1","top","готовая баня","assigned","commercial","medium","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"купить готовую баню из бруса","11318","Омская область","1","top","готовая баня","assigned","commercial","medium","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"купить готовую баню недорого в беларуси","66","Омск","1","top","готовая баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"купить готовую баню недорого в беларуси","11318","Омская область","1","top","готовая баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"купить готовую мобильную баню","66","Омск","1","top","готовая баня|мобильная баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"купить готовую мобильную баню","11318","Омская область","1","top","готовая баня|мобильная баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"купить дом баню на участке","66","Омск","1","top","баня на участок","unassigned","commercial","medium","signals","landing","","","",""
"купить мобильную баню авито","11318","Омская область","1","top","мобильная баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"купить мобильную баню под ключ","66","Омск","1","top","мобильная баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","10","бан* под ключ|мобильн* бан*"
"купить мобильную баню под ключ","11318","Омская область","1","top","мобильная баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","10","бан* под ключ|мобильн* бан*"
"купить печь в баню с доставкой","11318","Омская область","1","top","доставка бани","assigned","commercial","high","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"купить печь для мобильной бани палатки","66","Омск","1","top","мобильная баня","assigned","commercial","medium","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"купить печь для мобильной бани палатки","11318","Омская область","1","top","мобильная баня","assigned","commercial","medium","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"летняя баня на участке","11318","Омская область","1","top","баня на участок","unassigned","commercial","medium","commercial-head","landing","","","",""
"лучшие мобильные бани","66","Омск","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"лучшие мобильные бани","11318","Омская область","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"марка бетона под фундамент бани","66","Омск","1","top","фундамент под баню","unassigned","unmapped","none","none","hold","","","",""
"марка бетона под фундамент бани","11318","Омская область","1","top","фундамент под баню","unassigned","unmapped","none","none","hold","","","",""
"механизированная станция для штукатурки","11318","Омская область","1","top","механизированная штукатурка","unassigned","unmapped","none","none","hold","","","",""
"механизированная штукатурка дома","66","Омск","1","top","механизированная штукатурка","assigned","commercial","medium","commercial-head","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"механизированная штукатурка дома","11318","Омская область","1","top","механизированная штукатурка","assigned","commercial","medium","commercial-head","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"механизированная штукатурка каким материалом","66","Омск","1","top","механизированная штукатурка","assigned","commercial","medium","commercial-head","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"механизированная штукатурка каким материалом","11318","Омская область","1","top","механизированная штукатурка","assigned","commercial","medium","commercial-head","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"механизированная штукатурка кв","66","Омск","1","top","механизированная штукатурка","assigned","commercial","medium","commercial-head","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"механизированная штукатурка кв","11318","Омская область","1","top","механизированная штукатурка","assigned","commercial","medium","commercial-head","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"механизированная штукатурка помещений","66","Омск","1","top","механизированная штукатурка","assigned","commercial","medium","commercial-head","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"механизированная штукатурка помещений","11318","Омская область","1","top","механизированная штукатурка","assigned","commercial","medium","commercial-head","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"механизированная штукатурка стоит","66","Омск","1","top","механизированная штукатурка","assigned","commercial","high","signals","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"механизированная штукатурка стоит","11318","Омская область","1","top","механизированная штукатурка","assigned","commercial","high","signals","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"механизированной штукатурки метр квадратный","66","Омск","1","top","механизированная штукатурка","assigned","commercial","medium","commercial-head","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"механизированной штукатурки метр квадратный","11318","Омская область","1","top","механизированная штукатурка","assigned","commercial","medium","commercial-head","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"механизировать смесь штукатурка","66","Омск","1","top","механизированная штукатурка","unassigned","unmapped","none","none","hold","","","",""
"механизировать смесь штукатурка","11318","Омская область","1","top","механизированная штукатурка","unassigned","unmapped","none","none","hold","","","",""
"минусы кедровой бани","66","Омск","1","top","кедровая баня","assigned","commercial","medium","commercial-head","landing","B20","Кедр против сосны и ели","4","кедров* бан*"
"минусы кедровой бани","11318","Омская область","1","top","кедровая баня","assigned","commercial","medium","commercial-head","landing","B20","Кедр против сосны и ели","4","кедров* бан*"
"мобильная баня 10","66","Омск","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня 10","11318","Омская область","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня вес","11318","Омская область","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня дешево","66","Омск","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня дешево","11318","Омская область","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня для дачи","66","Омск","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня для дачи","11318","Омская область","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня из бруса","66","Омск","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня из бруса","11318","Омская область","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня мб","66","Омск","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня мб","11318","Омская область","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня мб 10","66","Омск","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня мб 10","11318","Омская область","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня на колесах","66","Омск","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня на колесах","11318","Омская область","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня на колесах аренда","66","Омск","1","top","мобильная баня","assigned","commercial","low","intent-default","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня на колесах аренда","11318","Омская область","1","top","мобильная баня","assigned","commercial","low","intent-default","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня на прицепе","66","Омск","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня на сваях","66","Омск","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B14","Фундамент для мобильной или готовой бани","6","бан* на сва*"
"мобильная баня на сваях","11318","Омская область","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B14","Фундамент для мобильной или готовой бани","6","бан* на сва*"
"мобильная баня под ключ купить дешево","66","Омск","1","top","мобильная баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","10","бан* под ключ|мобильн* бан*"
"мобильная баня под ключ купить дешево","11318","Омская область","1","top","мобильная баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","10","бан* под ключ|мобильн* бан*"
"мобильная баня mobiba","11318","Омская область","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильные бани под ключ цены","11318","Омская область","1","top","мобильная баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","10","бан* под ключ|мобильн* бан*"
"мобильные бани профилированного бруса","66","Омск","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильные бани профилированного бруса","11318","Омская область","1","top","мобильная баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"можно ли строить баню на дачном участке","66","Омск","1","top","баня на участок","assigned","informational","high","signals","guide","B02","Готовая баня или строить на участке","4","строит* бан*"
"можно ли строить баню на дачном участке","11318","Омская область","1","top","баня на участок","assigned","informational","high","signals","guide","B02","Готовая баня или строить на участке","4","строит* бан*"
"можно ли строить баню на участке","66","Омск","1","top","баня на участок","assigned","informational","high","signals","guide","B02","Готовая баня или строить на участке","4","строит* бан*"
"надо ли оформлять баню на участке","66","Омск","1","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"неотапливаемая баня зимой","66","Омск","1","top","баня зимой","assigned","informational","low","intent-default","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"новосибирск баня с доставкой","11318","Омская область","1","top","доставка бани","assigned","commercial","medium","signals","landing","B10","Стоимость доставки по Омску и области","6","бан* с доставк*"
"норма установки бани на участке","66","Омск","1","top","баня на участок","assigned","informational","low","intent-default","guide","B11","Как проходит доставка и установка","4","установк* бан*"
"нормативы постройки бани на участке","66","Омск","1","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"нормативы постройки бани на участке расстояние","66","Омск","1","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"нормативы установки бани на участке","66","Омск","1","top","баня на участок","assigned","informational","low","intent-default","guide","B11","Как проходит доставка и установка","4","установк* бан*"
"нормативы установки бани на участке","11318","Омская область","1","top","баня на участок","assigned","informational","low","intent-default","guide","B11","Как проходит доставка и установка","4","установк* бан*"
"нормы для постройки бани на участке","66","Омск","1","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"нормы расположения бани на участке","66","Омск","1","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"нормы расположения бани на участке","11318","Омская область","1","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"нормы строительства бани на участке ижс","66","Омск","1","top","баня на участок","assigned","informational","low","intent-default","guide","B02","Готовая баня или строить на участке","8","строит* бан*|строительств* бан*"
"нормы строительства бани на участке ижс отступы","66","Омск","1","top","баня на участок","assigned","informational","low","intent-default","guide","B02","Готовая баня или строить на участке","8","строит* бан*|строительств* бан*"
"нужен ли фундамент под баню","66","Омск","1","top","фундамент под баню","assigned","informational","high","signals","guide","B14","Фундамент для мобильной или готовой бани","6","фундамент под бан*"
"нужен ли фундамент под баню","11318","Омская область","1","top","фундамент под баню","assigned","informational","high","signals","guide","B14","Фундамент для мобильной или готовой бани","6","фундамент под бан*"
"нужно ли оформлять баню на своем участке","11318","Омская область","1","top","баня на участок","unassigned","informational","high","signals","guide","","","",""
"нужно ли оформлять баню на участке","66","Омск","1","top","баня на участок","unassigned","informational","high","signals","guide","","","",""
"нужно ли регистрировать баню на земельном участке","66","Омск","1","top","баня на участок","unassigned","informational","high","signals","guide","","","",""
"нужно оформлять баню на своем участке","11318","Омская область","1","top","баня на участок","unassigned","informational","high","signals","guide","","","",""
"обогреватель для бани зимой какой","11318","Омская область","1","top","баня зимой","assigned","informational","high","signals","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"обогреватель для бани зимой какой выбрать","11318","Омская область","1","top","баня зимой","assigned","informational","high","signals","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"опалубка для ленточного фундамента под баню","66","Омск","1","top","фундамент под баню","unassigned","unmapped","none","none","hold","","","",""
"опалубка для ленточного фундамента под баню","11318","Омская область","1","top","фундамент под баню","unassigned","unmapped","none","none","hold","","","",""
"опалубка для фундамента под баню","66","Омск","1","top","фундамент под баню","unassigned","unmapped","none","none","hold","","","",""
